resource_id,satellite_id,mission_id,timestamp,orbit_type,orbit_altitude_km,inclination_deg,current_battery_percent,solar_exposure_hours,eclipse_duration_hours,payload_count,payload_power_kw,communication_duration_minutes,communication_bandwidth_mbps,onboard_memory_used_gb,onboard_memory_total_gb,cpu_utilization_percent,temperature_celsius,mission_duration_hours,previous_power_consumption_kw,previous_battery_percent,remaining_battery_percent,power_consumption_kw,memory_after_mission_gb,health_score,mission_risk,memory_utilization_percent
5004,SAT-0072,MIS-005004,2023-07-20 13:48:00,LEO,693,3,90,3.29,1.69,6,7.41,13,59,402,512,94,63.1,2.65,8.0,90,62.5,8.0,402,45.3,MEDIUM,78.515625
5005,SAT-0039,MIS-005005,2022-03-07 03:55:00,LEO,1121,29,77,1.35,1.57,3,4.26,85,277,333,512,83,53.2,17.15,5.66,77,43.3,5.66,333,55.0,MEDIUM,65.0390625
5006,SAT-0092,MIS-005006,2024-04-02 18:06:00,GEO,35786,56,70,1.56,3.34,2,2.46,87,282,270,512,74,39.2,17.52,4.1,70,42.7,4.1,270,75.1,LOW,52.734375
5007,SAT-0026,MIS-005007,2025-11-07 20:36:00,LEO,529,43,95,4.36,0.39,4,5.12,103,329,419,512,100,60.4,20.63,6.82,95,59.9,6.82,419,42.7,HIGH,81.8359375
5008,SAT-0054,MIS-005008,2025-10-07 06:50:00,LEO,868,37,84,2.11,0.54,6,6.96,14,62,413,512,77,52.1,2.83,7.59,84,55.6,7.59,413,63.6,MEDIUM,80.6640625
5009,SAT-0098,MIS-005009,2024-11-16 22:44:00,GEO,35786,73,71,1.43,0.42,0,0.83,93,300,159,512,56,27.8,18.7,2.54,71,48.7,2.54,159,79.5,LOW,31.0546875
5010,SAT-0081,MIS-005010,2023-05-12 08:27:00,LEO,783,5,77,1.02,0.59,0,0.5,19,77,49,512,22,20.3,3.8,0.94,77,72.2,0.94,49,88.9,LOW,9.5703125
5011,SAT-0015,MIS-005011,2025-07-03 23:21:00,MEO,17228,28,76,5.47,2.53,6,7.13,20,81,407,512,78,51.3,4.11,7.68,76,52.9,7.68,407,63.6,MEDIUM,79.4921875
5012,SAT-0052,MIS-005012,2023-12-28 07:23:00,MEO,9196,0,74,5.79,0.34,5,5.89,97,311,460,512,100,59.5,19.43,7.32,74,40.8,7.32,460,28.1,HIGH,89.84375
5013,SAT-0059,MIS-005013,2024-02-14 09:08:00,LEO,881,72,55,1.49,3.75,2,3.16,7,41,137,512,49,36.2,1.42,3.6,55,42.4,3.6,137,77.0,LOW,26.7578125
5014,SAT-0064,MIS-005014,2023-12-24 20:30:00,SSO,731,98,77,0.81,0.53,0,0.91,34,122,84,512,30,23.4,6.83,1.44,77,67.4,1.44,84,87.0,LOW,16.40625
5015,SAT-0092,MIS-005015,2022-05-05 08:19:00,GEO,35786,56,51,0.31,1.43,6,6.73,83,270,500,512,100,57.9,16.73,8.0,51,6.2,8.0,500,8.4,HIGH,97.65625
5016,SAT-0054,MIS-005016,2022-07-30 21:53:00,LEO,552,0,74,7.67,2.25,1,1.63,95,307,225,512,73,39.4,19.16,3.15,74,61.4,3.15,225,83.1,LOW,43.9453125
5017,SAT-0043,MIS-005017,2023-12-13 15:48:00,MEO,8608,4,98,0.45,0.42,6,6.75,53,179,450,512,100,57.5,10.65,7.56,98,60.1,7.56,450,40.2,HIGH,87.890625
5018,SAT-0072,MIS-005018,2025-09-17 21:55:00,LEO,645,22,51,4.28,2.59,2,2.3,69,227,262,512,65,35.1,13.81,3.77,51,33.4,3.77,262,73.4,MEDIUM,51.171875
5019,SAT-0015,MIS-005019,2023-01-13 07:52:00,GEO,35786,90,83,2.24,2.64,1,1.53,43,151,154,512,56,35.0,8.74,2.33,83,71.2,2.33,154,88.5,LOW,30.078125
5020,SAT-0098,MIS-005020,2022-05-13 07:19:00,SSO,501,98,59,3.76,2.89,1,1.41,92,298,221,512,62,28.9,18.56,2.82,59,40.4,2.82,221,76.2,LOW,43.1640625
5021,SAT-0011,MIS-005021,2025-08-06 19:36:00,LEO,606,41,79,3.02,0.53,5,6.11,109,348,482,512,100,66.0,21.89,8.0,79,35.5,8.0,482,13.9,HIGH,94.140625
5022,SAT-0067,MIS-005022,2022-07-26 06:07:00,SSO,603,98,65,6.43,1.65,3,4.18,44,153,256,512,57,41.7,8.87,5.06,65,50.5,5.06,256,78.2,LOW,50.0
5023,SAT-0076,MIS-005023,2025-02-14 16:29:00,SSO,603,98,83,5.76,0.85,3,3.65,79,257,325,512,86,47.9,15.85,5.32,83,60.6,5.32,325,66.7,MEDIUM,63.4765625
5024,SAT-0045,MIS-005024,2023-03-13 00:50:00,MEO,11952,36,72,2.7,0.87,2,2.65,2,27,135,512,45,31.4,0.5,2.97,72,65.1,2.97,135,86.0,LOW,26.3671875
5025,SAT-0043,MIS-005025,2023-06-27 09:47:00,GEO,35786,87,90,2.9,3.63,4,5.31,61,205,367,512,85,53.3,12.37,6.37,90,60.4,6.37,367,60.7,MEDIUM,71.6796875
5026,SAT-0059,MIS-005026,2022-12-04 00:31:00,LEO,538,19,95,7.95,1.92,6,7.09,112,356,500,512,100,65.4,22.43,8.0,95,61.0,8.0,500,21.2,HIGH,97.65625
5027,SAT-0005,MIS-005027,2023-11-03 21:48:00,LEO,1031,51,64,1.37,2.46,2,2.98,55,185,221,512,65,38.7,11.01,4.21,64,41.1,4.21,221,76.4,LOW,43.1640625
5028,SAT-0020,MIS-005028,2024-02-21 02:56:00,GEO,35786,35,83,6.46,3.14,6,7.46,45,156,448,512,91,62.1,9.09,8.0,83,56.6,8.0,448,38.1,HIGH,87.5
5029,SAT-0029,MIS-005029,2024-06-08 01:11:00,LEO,439,58,70,6.86,3.83,1,1.34,44,153,149,512,50,32.4,8.9,2.57,70,66.3,2.57,149,86.5,LOW,29.1015625
5030,SAT-0046,MIS-005030,2025-04-17 01:39:00,LEO,767,56,92,5.28,1.32,3,4.11,69,228,296,512,69,44.8,13.93,5.1,92,71.0,5.1,296,82.6,LOW,57.8125
5031,SAT-0066,MIS-005031,2023-08-04 04:01:00,LEO,1012,16,58,2.31,1.07,3,3.97,101,324,360,512,95,50.8,20.29,5.88,58,22.9,5.88,360,43.7,HIGH,70.3125
5032,SAT-0060,MIS-005032,2024-02-23 17:22:00,MEO,17810,34,82,3.19,1.86,4,4.75,32,117,306,512,71,51.4,6.51,5.65,82,60.6,5.65,306,70.0,MEDIUM,59.765625
5033,SAT-0071,MIS-005033,2024-10-02 15:16:00,MEO,15996,13,67,7.68,2.65,0,0.5,16,70,43,512,28,18.3,3.36,0.73,67,76.8,0.73,43,90.7,LOW,8.3984375
5034,SAT-0010,MIS-005034,2022-02-26 01:15:00,GEO,35786,21,98,4.53,1.5,2,2.31,105,336,304,512,77,40.8,21.1,4.13,98,73.7,4.13,304,85.0,LOW,59.375
5035,SAT-0001,MIS-005035,2024-10-02 06:54:00,LEO,639,65,75,2.6,2.74,3,4.13,3,31,198,512,46,31.7,0.76,4.27,75,62.5,4.27,198,85.0,LOW,38.671875
5036,SAT-0007,MIS-005036,2025-10-18 01:49:00,LEO,592,49,63,3.7,0.51,2,2.8,90,292,294,512,77,43.8,18.16,4.71,63,37.0,4.71,294,66.8,MEDIUM,57.421875
5037,SAT-0059,MIS-005037,2022-06-06 08:27:00,MEO,15615,75,50,3.1,3.82,0,0.62,88,284,146,512,49,23.6,17.6,2.01,50,34.1,2.01,146,73.6,MEDIUM,28.515625
5038,SAT-0049,MIS-005038,2024-06-09 16:59:00,LEO,1155,6,80,7.35,1.93,1,1.52,62,208,178,512,59,38.3,12.57,2.96,80,72.8,2.96,178,89.1,LOW,34.765625
5039,SAT-0086,MIS-005039,2023-05-16 08:18:00,MEO,12135,25,64,3.64,2.33,4,4.81,15,65,292,512,76,51.2,3.0,5.31,64,47.6,5.31,292,62.6,MEDIUM,57.03125
5040,SAT-0091,MIS-005040,2022-07-13 01:01:00,GEO,35786,52,77,2.69,3.57,5,5.83,33,121,384,512,80,46.5,6.74,6.37,77,51.5,6.37,384,67.8,MEDIUM,75.0
5041,SAT-0082,MIS-005041,2025-07-03 16:00:00,LEO,713,24,81,6.01,2.96,3,4.07,34,124,267,512,56,38.6,6.94,5.02,81,67.4,5.02,267,87.0,LOW,52.1484375
5042,SAT-0047,MIS-005042,2023-02-01 11:54:00,GEO,35786,84,54,0.94,0.56,1,1.89,75,246,206,512,53,33.9,15.07,3.25,54,30.8,3.25,206,72.3,MEDIUM,40.234375
5043,SAT-0036,MIS-005043,2025-01-28 08:52:00,SSO,744,98,70,6.06,3.47,2,2.31,67,222,244,512,72,34.7,13.52,3.74,70,56.3,3.74,244,81.5,LOW,47.65625
5044,SAT-0028,MIS-005044,2022-12-08 05:34:00,LEO,1016,15,92,3.28,3.77,4,5.31,87,282,397,512,90,52.1,17.48,6.66,92,57.9,6.66,397,58.7,MEDIUM,77.5390625
5045,SAT-0085,MIS-005045,2023-01-07 15:16:00,GEO,35786,97,68,1.88,2.29,2,2.35,87,283,285,512,70,37.4,17.54,3.66,68,43.1,3.66,285,77.2,LOW,55.6640625
5046,SAT-0056,MIS-005046,2025-05-03 08:19:00,LEO,706,48,96,0.38,3.79,3,4.13,90,291,343,512,82,45.2,18.08,5.78,96,59.2,5.78,343,71.4,MEDIUM,66.9921875
5047,SAT-0003,MIS-005047,2025-10-17 14:05:00,MEO,8000,63,76,3.87,3.19,6,7.45,3,29,378,512,78,59.8,0.66,7.43,76,53.5,7.43,378,53.6,MEDIUM,73.828125
5048,SAT-0035,MIS-005048,2025-06-13 05:01:00,SSO,507,98,58,6.68,0.1,3,3.36,65,217,314,512,82,47.3,13.17,4.38,58,43.3,4.38,314,62.6,MEDIUM,61.328125
5049,SAT-0044,MIS-005049,2023-02-21 23:24:00,GEO,35786,5,90,0.85,0.46,5,6.01,74,242,424,512,100,64.1,14.84,7.59,90,49.5,7.59,424,33.1,HIGH,82.8125
5050,SAT-0078,MIS-005050,2022-11-30 21:24:00,LEO,828,88,60,7.11,0.47,0,0.88,54,182,112,512,37,21.1,10.81,1.95,60,57.8,1.95,112,83.1,LOW,21.875
5051,SAT-0088,MIS-005051,2023-12-06 17:17:00,LEO,893,9,78,7.32,2.64,0,0.5,24,92,50,512,26,22.3,4.81,0.7,78,86.0,0.7,50,94.4,LOW,9.765625
5052,SAT-0032,MIS-005052,2022-11-18 09:49:00,GEO,35786,87,82,4.35,2.96,0,0.63,47,162,104,512,30,26.1,9.51,1.52,82,77.0,1.52,104,90.8,LOW,20.3125
5053,SAT-0097,MIS-005053,2024-09-18 12:53:00,LEO,598,15,56,2.6,1.68,3,3.8,98,315,361,512,96,49.6,19.73,5.73,56,22.5,5.73,361,44.5,HIGH,70.5078125
5054,SAT-0066,MIS-005054,2023-01-22 19:34:00,LEO,615,54,93,5.47,3.75,4,5.3,42,147,325,512,73,44.1,8.47,5.88,93,73.6,5.88,325,83.0,LOW,63.4765625
5055,SAT-0075,MIS-005055,2022-02-11 12:47:00,GEO,35786,26,95,6.59,1.67,0,0.81,61,204,123,512,40,22.8,12.27,2.2,95,89.6,2.2,123,95.8,LOW,24.0234375
5056,SAT-0001,MIS-005056,2022-11-23 15:45:00,LEO,1104,10,64,4.51,2.77,0,0.84,84,273,164,512,57,29.7,16.93,2.08,64,51.2,2.08,164,80.5,LOW,32.03125
5057,SAT-0005,MIS-005057,2023-02-10 14:02:00,SSO,650,98,80,5.35,3.8,5,6.18,61,205,418,512,88,55.9,12.39,7.14,80,52.2,7.14,418,51.2,MEDIUM,81.640625
5058,SAT-0088,MIS-005058,2024-07-27 12:47:00,LEO,903,3,78,4.46,3.43,0,0.73,14,62,49,512,19,20.2,2.83,1.11,78,80.2,1.11,49,92.1,LOW,9.5703125
5059,SAT-0062,MIS-005059,2022-10-11 20:31:00,LEO,557,27,90,3.09,2.26,0,0.5,51,175,95,512,36,23.5,10.34,1.31,90,82.7,1.31,95,93.1,LOW,18.5546875
5060,SAT-0028,MIS-005060,2023-08-07 02:38:00,LEO,893,17,76,4.37,1.23,4,5.16,77,252,376,512,88,55.3,15.51,6.33,76,47.0,6.33,376,51.4,MEDIUM,73.4375
5061,SAT-0062,MIS-005061,2024-09-06 01:39:00,LEO,686,48,73,6.07,2.67,5,6.34,118,375,498,512,100,59.5,23.73,8.0,73,34.2,8.0,498,18.0,HIGH,97.265625
5062,SAT-0073,MIS-005062,2024-11-11 19:00:00,GEO,35786,25,65,2.13,3.5,0,0.79,39,139,82,512,38,24.5,7.99,1.36,65,57.4,1.36,82,83.0,LOW,16.015625
5063,SAT-0082,MIS-005063,2023-02-28 00:07:00,LEO,694,25,90,4.67,0.45,1,1.59,45,155,142,512,44,24.7,9.04,2.66,90,81.5,2.66,142,92.6,LOW,27.734375
5064,SAT-0032,MIS-005064,2023-11-08 14:42:00,GEO,35786,27,88,1.86,1.72,6,6.91,96,308,500,512,100,61.8,19.24,8.0,88,44.3,8.0,500,18.9,HIGH,97.65625
5065,SAT-0071,MIS-005065,2024-12-11 00:46:00,LEO,864,54,99,1.09,0.81,5,5.74,116,368,500,512,100,62.1,23.21,7.5,99,52.6,7.5,500,21.9,HIGH,97.65625
5066,SAT-0014,MIS-005066,2022-08-19 07:04:00,SSO,507,98,89,3.03,3.2,6,6.64,96,310,500,512,100,61.7,19.35,8.0,89,47.6,8.0,500,20.3,HIGH,97.65625
5067,SAT-0089,MIS-005067,2022-02-25 07:10:00,LEO,1058,42,79,2.09,3.85,5,6.41,45,157,407,512,94,55.4,9.15,7.47,79,46.0,7.47,407,47.9,MEDIUM,79.4921875
5068,SAT-0053,MIS-005068,2022-09-30 20:03:00,SSO,621,98,62,4.95,3.6,5,6.12,116,368,500,512,100,58.8,23.21,8.0,62,21.3,8.0,500,13.3,HIGH,97.65625
5069,SAT-0090,MIS-005069,2023-02-09 07:27:00,GEO,35786,1,77,5.15,0.08,2,2.75,103,329,289,512,77,45.5,20.61,4.3,77,53.6,4.3,289,71.3,MEDIUM,56.4453125
5070,SAT-0079,MIS-005070,2023-05-08 20:09:00,MEO,9324,13,73,5.71,0.41,5,6.11,78,254,456,512,100,56.5,15.66,7.75,73,40.9,7.75,456,32.5,HIGH,89.0625
5071,SAT-0082,MIS-005071,2024-11-19 17:52:00,LEO,531,87,56,3.02,2.74,0,0.5,70,231,122,512,52,29.6,14.1,1.66,56,44.1,1.66,122,77.6,LOW,23.828125
5072,SAT-0080,MIS-005072,2025-06-30 18:16:00,GEO,35786,93,54,6.82,0.77,0,0.58,62,208,131,512,38,24.8,12.54,1.75,54,50.6,1.75,131,80.2,LOW,25.5859375
5073,SAT-0047,MIS-005073,2024-01-17 13:58:00,LEO,735,88,51,4.74,3.42,5,6.14,28,106,371,512,85,55.2,5.79,6.57,51,29.6,6.57,371,46.1,MEDIUM,72.4609375
5074,SAT-0100,MIS-005074,2023-08-23 07:32:00,SSO,752,98,89,0.65,1.24,6,7.5,110,350,500,512,100,65.6,22.01,8.0,89,40.7,8.0,500,12.9,HIGH,97.65625
5075,SAT-0011,MIS-005075,2022-09-15 15:36:00,LEO,1086,11,82,3.72,0.05,1,1.64,35,125,138,512,49,26.9,7.01,2.48,82,73.9,2.48,138,89.6,LOW,26.953125
5076,SAT-0086,MIS-005076,2022-06-10 11:10:00,LEO,1186,43,63,1.46,2.27,0,0.87,29,109,57,512,28,26.8,5.98,1.66,63,54.5,1.66,57,81.8,LOW,11.1328125
5077,SAT-0069,MIS-005077,2022-11-26 08:42:00,LEO,1190,95,85,8.0,2.68,1,2.05,111,354,255,512,64,36.7,22.29,3.98,85,67.2,3.98,255,86.9,LOW,49.8046875
5078,SAT-0063,MIS-005078,2023-06-15 17:30:00,LEO,504,17,72,5.0,2.26,1,1.91,60,201,191,512,58,37.9,12.07,3.18,72,59.6,3.18,191,83.8,LOW,37.3046875
5079,SAT-0058,MIS-005079,2025-03-02 07:46:00,SSO,879,98,94,4.16,2.24,3,3.81,78,256,329,512,87,45.5,15.74,5.49,94,67.8,5.49,329,72.0,MEDIUM,64.2578125
5080,SAT-0066,MIS-005080,2022-07-07 14:32:00,LEO,610,7,96,1.25,0.35,1,1.87,25,96,125,512,32,27.2,5.12,2.78,96,83.3,2.78,125,93.3,LOW,24.4140625
5081,SAT-0014,MIS-005081,2023-12-18 15:46:00,MEO,13063,64,79,0.72,0.77,3,3.57,34,123,266,512,57,36.8,6.87,4.48,79,57.0,4.48,266,82.8,LOW,51.953125
5082,SAT-0064,MIS-005082,2023-10-02 13:40:00,LEO,631,48,65,1.25,0.5,6,7.54,82,266,500,512,100,64.4,16.44,8.0,65,22.3,8.0,500,7.0,HIGH,97.65625
5083,SAT-0096,MIS-005083,2024-06-18 16:21:00,MEO,18486,58,67,2.99,0.43,4,4.46,21,85,292,512,75,40.7,4.38,4.87,67,50.0,4.87,292,76.7,LOW,57.03125
5084,SAT-0054,MIS-005084,2025-12-28 19:08:00,LEO,1122,11,85,7.27,1.11,5,5.93,56,189,418,512,96,52.8,11.28,6.76,85,63.5,6.76,418,55.4,MEDIUM,81.640625
5085,SAT-0046,MIS-005085,2025-04-13 18:40:00,GEO,35786,81,66,6.08,0.54,5,6.17,4,34,325,512,78,47.5,0.98,6.49,66,51.4,6.49,325,67.6,MEDIUM,63.4765625
5086,SAT-0081,MIS-005086,2022-04-04 06:57:00,LEO,772,23,96,1.57,3.42,1,2.04,81,264,217,512,61,40.6,16.29,3.67,96,71.4,3.67,217,87.9,LOW,42.3828125
5087,SAT-0005,MIS-005087,2022-07-19 05:43:00,GEO,35786,90,81,5.6,3.69,1,1.9,58,196,181,512,57,31.2,11.76,3.2,81,70.0,3.2,181,88.0,LOW,35.3515625
5088,SAT-0016,MIS-005088,2025-04-08 08:34:00,GEO,35786,17,94,4.28,3.3,5,5.66,74,244,433,512,97,55.3,14.94,7.22,94,61.7,7.22,433,48.3,MEDIUM,84.5703125
5089,SAT-0061,MIS-005089,2024-03-16 04:50:00,MEO,11191,18,89,6.22,0.29,6,6.72,104,334,500,512,100,65.9,20.96,8.0,89,52.7,8.0,500,17.3,HIGH,97.65625
5090,SAT-0046,MIS-005090,2022-10-31 22:06:00,GEO,35786,36,59,1.56,1.01,3,4.12,11,54,209,512,52,38.7,2.32,4.37,59,42.8,4.37,209,77.1,LOW,40.8203125
5091,SAT-0099,MIS-005091,2022-02-20 19:24:00,LEO,676,8,92,5.1,3.3,0,0.5,67,222,130,512,36,29.4,13.48,1.94,92,83.7,1.94,130,93.5,LOW,25.390625
5092,SAT-0085,MIS-005092,2023-01-08 00:12:00,SSO,704,98,52,1.81,0.15,1,1.7,68,226,194,512,50,27.1,13.78,2.82,52,33.3,2.82,194,73.3,MEDIUM,37.890625
5093,SAT-0009,MIS-005093,2024-06-05 00:26:00,LEO,1189,32,65,1.19,2.47,5,5.76,47,162,401,512,96,59.5,9.5,6.79,65,32.6,6.79,401,36.6,HIGH,78.3203125
5094,SAT-0088,MIS-005094,2022-08-26 20:44:00,LEO,589,24,75,5.76,1.0,6,6.93,45,156,458,512,100,55.6,9.08,7.63,75,48.7,7.63,458,36.3,HIGH,89.453125
5095,SAT-0089,MIS-005095,2022-06-10 17:27:00,SSO,826,98,76,1.32,2.37,3,3.69,95,307,362,512,87,48.2,19.16,5.25,76,42.3,5.25,362,58.6,MEDIUM,70.703125
5096,SAT-0086,MIS-005096,2025-10-19 13:50:00,GEO,35786,86,54,4.56,2.57,4,5.39,34,124,319,512,67,51.3,6.94,6.42,54,31.9,6.42,319,59.2,MEDIUM,62.3046875
5097,SAT-0096,MIS-005097,2023-11-01 05:24:00,LEO,615,39,69,6.95,0.01,0,0.5,100,321,166,512,58,31.0,20.12,2.65,69,56.2,2.65,166,82.5,LOW,32.421875
5098,SAT-0032,MIS-005098,2024-10-16 22:44:00,MEO,6640,21,71,2.82,0.18,4,4.42,77,253,379,512,100,55.0,15.58,6.1,71,39.8,6.1,379,42.9,HIGH,74.0234375
5099,SAT-0049,MIS-005099,2023-05-18 03:30:00,LEO,928,69,76,5.41,1.6,4,5.17,36,129,312,512,69,44.0,7.29,5.73,76,58.1,5.73,312,78.4,LOW,60.9375
5100,SAT-0056,MIS-005100,2024-12-07 04:17:00,GEO,35786,67,83,1.95,2.23,5,5.8,62,207,428,512,93,60.6,12.52,7.17,83,48.2,7.17,428,39.5,HIGH,83.59375
5101,SAT-0072,MIS-005101,2024-04-13 22:25:00,GEO,35786,7,99,5.62,0.87,0,0.77,87,283,174,512,50,35.3,17.56,2.66,99,85.6,2.66,174,94.2,LOW,33.984375
5102,SAT-0071,MIS-005102,2024-06-07 10:14:00,LEO,951,8,55,7.47,0.76,5,5.59,86,278,445,512,100,60.6,17.25,7.47,55,26.3,7.47,445,23.9,HIGH,86.9140625
5103,SAT-0097,MIS-005103,2025-03-01 23:48:00,SSO,644,98,83,5.59,3.64,4,5.08,116,369,448,512,100,57.4,23.27,7.23,83,46.6,7.23,448,35.3,HIGH,87.5
5104,SAT-0081,MIS-005104,2022-04-15 22:28:00,MEO,8454,58,96,7.37,3.21,0,0.5,40,140,72,512,33,26.0,8.02,1.49,96,98.4,1.49,72,99.3,LOW,14.0625
5105,SAT-0049,MIS-005105,2022-10-23 23:08:00,SSO,775,98,58,3.96,2.19,1,2.06,119,379,271,512,85,48.4,23.99,4.32,58,29.4,4.32,271,54.2,MEDIUM,52.9296875
5106,SAT-0010,MIS-005106,2025-12-24 10:35:00,SSO,727,98,82,5.42,1.14,0,0.5,40,142,81,512,35,23.4,8.16,1.2,82,81.5,1.2,81,92.6,LOW,15.8203125
5107,SAT-0045,MIS-005107,2024-02-16 20:25:00,LEO,847,50,55,6.08,2.1,5,6.0,12,58,337,512,84,47.8,2.56,6.43,55,39.4,6.43,337,59.4,MEDIUM,65.8203125
5108,SAT-0008,MIS-005108,2022-11-23 14:42:00,LEO,962,88,90,3.77,0.27,5,5.85,112,356,500,512,100,59.2,22.43,7.81,90,48.4,7.81,500,23.6,HIGH,97.65625
5109,SAT-0018,MIS-005109,2023-09-27 17:10:00,SSO,622,98,94,6.93,3.22,6,6.77,61,204,468,512,100,59.8,12.33,7.85,94,66.6,7.85,468,36.5,HIGH,91.40625
5110,SAT-0100,MIS-005110,2022-12-10 05:12:00,LEO,615,6,69,7.85,0.3,0,0.71,72,236,141,512,55,33.9,14.43,2.29,69,64.0,2.29,141,85.6,LOW,27.5390625
5111,SAT-0019,MIS-005111,2025-06-02 15:07:00,LEO,845,32,65,4.49,0.26,0,0.5,76,248,134,512,41,22.5,15.23,1.74,65,54.8,1.74,134,81.9,LOW,26.171875
5112,SAT-0025,MIS-005112,2022-09-26 19:24:00,LEO,961,33,87,6.51,2.14,0,0.78,50,171,104,512,47,25.7,10.07,1.53,87,85.8,1.53,104,94.3,LOW,20.3125
5113,SAT-0096,MIS-005113,2023-12-03 00:30:00,MEO,5985,56,89,2.17,2.16,2,2.5,92,298,288,512,86,47.1,18.58,4.27,89,61.4,4.27,288,68.0,MEDIUM,56.25
5114,SAT-0062,MIS-005114,2025-10-14 15:44:00,GEO,35786,7,86,7.97,2.48,0,0.58,69,228,124,512,46,24.2,13.88,1.74,86,83.9,1.74,124,93.6,LOW,24.21875
5115,SAT-0015,MIS-005115,2025-12-02 20:52:00,LEO,1183,56,57,0.16,1.97,0,0.5,116,370,214,512,67,30.8,23.38,2.76,57,27.6,2.76,214,71.0,MEDIUM,41.796875
5116,SAT-0095,MIS-005116,2024-10-27 16:04:00,LEO,532,71,53,4.08,2.45,1,1.97,110,351,262,512,76,38.2,22.11,4.1,53,27.1,4.1,262,67.8,MEDIUM,51.171875
5117,SAT-0055,MIS-005117,2024-08-09 20:39:00,GEO,35786,93,89,2.5,2.66,6,7.02,77,253,500,512,100,63.2,15.59,8.0,89,49.5,8.0,500,19.3,HIGH,97.65625
5118,SAT-0003,MIS-005118,2025-03-26 17:49:00,GEO,35786,40,55,1.14,2.77,2,2.86,19,79,185,512,40,34.1,3.99,3.52,55,40.0,3.52,185,76.0,LOW,36.1328125
5119,SAT-0099,MIS-005119,2024-10-28 00:53:00,SSO,632,98,53,4.38,0.59,0,0.83,83,270,159,512,60,32.0,16.72,2.2,53,39.6,2.2,159,75.8,LOW,31.0546875
5120,SAT-0072,MIS-005120,2025-03-20 03:32:00,LEO,648,98,79,0.41,0.27,2,2.99,93,300,286,512,73,41.5,18.67,4.92,79,45.2,4.92,286,74.8,MEDIUM,55.859375
5121,SAT-0031,MIS-005121,2023-02-06 08:45:00,GEO,35786,80,60,6.18,1.11,6,7.0,24,93,422,512,84,58.7,4.87,7.26,60,39.4,7.26,422,43.9,HIGH,82.421875
5122,SAT-0072,MIS-005122,2024-02-03 08:33:00,GEO,35786,7,76,4.86,1.92,4,4.81,18,75,277,512,61,40.1,3.67,4.97,76,62.9,4.97,277,85.0,LOW,54.1015625
5123,SAT-0050,MIS-005123,2025-01-31 08:57:00,GEO,35786,66,72,0.86,1.78,1,1.61,83,270,198,512,59,38.8,16.73,3.18,72,47.6,3.18,198,79.0,LOW,38.671875
5124,SAT-0078,MIS-005124,2025-08-06 03:43:00,MEO,9220,36,83,1.52,2.98,3,3.59,86,280,336,512,76,46.4,17.38,5.33,83,50.8,5.33,336,69.6,MEDIUM,65.625
5125,SAT-0043,MIS-005125,2022-08-31 09:24:00,LEO,789,70,75,2.33,1.18,5,6.4,20,81,353,512,68,53.7,4.12,6.79,75,49.2,6.79,353,63.2,MEDIUM,68.9453125
5126,SAT-0021,MIS-005126,2025-01-27 00:35:00,SSO,680,98,62,5.29,1.16,2,3.11,74,243,271,512,67,42.0,14.91,4.56,62,42.4,4.56,271,74.6,MEDIUM,52.9296875
5127,SAT-0010,MIS-005127,2025-12-29 21:32:00,LEO,630,8,76,5.33,0.71,0,0.5,97,311,182,512,62,27.9,19.43,2.29,76,62.0,2.29,182,84.8,LOW,35.546875
5128,SAT-0049,MIS-005128,2023-03-14 01:56:00,MEO,18362,54,59,6.21,0.85,5,5.52,48,165,401,512,88,55.1,9.68,6.24,59,38.7,6.24,401,48.4,MEDIUM,78.3203125
5129,SAT-0014,MIS-005129,2023-10-02 21:28:00,LEO,748,37,85,4.22,0.13,3,4.11,48,164,277,512,68,41.7,9.64,5.03,85,65.6,5.03,277,84.2,LOW,54.1015625
5130,SAT-0078,MIS-005130,2024-09-07 23:40:00,MEO,16865,80,56,4.17,0.44,6,7.49,97,313,500,512,100,63.0,19.55,8.0,56,16.7,8.0,500,6.4,HIGH,97.65625
5131,SAT-0005,MIS-005131,2022-11-17 23:16:00,SSO,628,98,71,0.83,1.77,1,1.13,119,377,281,512,81,35.3,23.85,2.95,71,41.8,2.95,281,71.2,MEDIUM,54.8828125
5132,SAT-0013,MIS-005132,2024-09-29 01:33:00,GEO,35786,88,77,6.25,0.86,5,5.98,61,203,423,512,89,59.3,12.23,7.2,77,50.9,7.2,423,45.1,MEDIUM,82.6171875
5133,SAT-0086,MIS-005133,2025-01-18 18:29:00,LEO,402,22,73,2.96,1.48,2,2.24,63,210,237,512,66,35.3,12.67,3.77,73,53.7,3.77,237,81.5,LOW,46.2890625
5134,SAT-0011,MIS-005134,2024-01-25 17:12:00,LEO,410,28,87,1.3,1.07,5,6.16,64,214,437,512,99,55.8,12.96,7.07,87,51.0,7.07,437,41.6,HIGH,85.3515625
5135,SAT-0025,MIS-005135,2022-12-15 15:15:00,MEO,15111,69,66,5.78,2.54,0,0.5,90,290,159,512,48,22.3,18.06,1.86,66,55.7,1.86,159,82.3,LOW,31.0546875
5136,SAT-0024,MIS-005136,2024-02-12 08:12:00,SSO,827,98,57,6.2,2.74,1,1.51,23,90,114,512,45,24.1,4.67,2.1,57,57.3,2.1,114,82.9,LOW,22.265625
