payload_id,satellite_id,mission_id,payload_type,operation_duration_minutes,power_consumed_kw,memory_generated_gb,temperature_celsius,operation_status
PAY-04456,SAT-0088,MIS-004456,SAR Radar,129,6.0,28.2,25.6,Completed
PAY-04457,SAT-0077,MIS-004457,Camera,932,2.39,256.0,37.8,Completed
PAY-04458,SAT-0009,MIS-004458,Thermal Sensor,1102,7.5,300.0,63.3,Completed
PAY-04459,SAT-0040,MIS-004459,Thermal Sensor,1064,1.66,129.0,36.5,Completed
PAY-04460,SAT-0074,MIS-004460,SAR Radar,478,6.0,238.8,53.4,Completed
PAY-04461,SAT-0052,MIS-004461,Communication Antenna,925,4.67,222.6,51.1,Completed
PAY-04462,SAT-0083,MIS-004462,Thermal Sensor,1385,6.4,300.0,66.0,Completed
PAY-04463,SAT-0080,MIS-004463,SAR Radar,103,6.0,48.6,21.5,Completed
PAY-04464,SAT-0025,MIS-004464,SAR Radar,399,6.0,184.2,49.9,Completed
PAY-04465,SAT-0094,MIS-004465,Camera,619,7.57,467.0,57.2,Completed
PAY-04466,SAT-0095,MIS-004466,Thermal Sensor,381,0.57,34.8,25.2,Completed
PAY-04467,SAT-0060,MIS-004467,SAR Radar,935,6.0,128.4,36.8,Completed
PAY-04468,SAT-0021,MIS-004468,Communication Antenna,1252,0.5,117.0,30.8,Completed
PAY-04469,SAT-0073,MIS-004469,Camera,641,1.16,163.0,35.9,Completed
PAY-04470,SAT-0006,MIS-004470,Communication Antenna,1091,0.5,108.0,31.3,Completed
PAY-04471,SAT-0047,MIS-004471,Multispectral Sensor,1320,7.21,300.0,63.6,Completed
PAY-04472,SAT-0062,MIS-004472,Thermal Sensor,996,3.81,196.2,45.2,Completed
PAY-04473,SAT-0100,MIS-004473,SAR Radar,686,6.0,64.2,27.1,Completed
PAY-04474,SAT-0065,MIS-004474,SAR Radar,1168,6.0,280.8,62.6,Completed
PAY-04475,SAT-0031,MIS-004475,Multispectral Sensor,376,3.35,148.2,31.3,Completed
PAY-04476,SAT-0007,MIS-004476,Multispectral Sensor,724,1.64,105.6,32.2,Completed
PAY-04477,SAT-0048,MIS-004477,Thermal Sensor,303,7.38,249.6,63.1,Completed
PAY-04478,SAT-0024,MIS-004478,SAR Radar,424,6.0,126.0,34.4,Completed
PAY-04479,SAT-0087,MIS-004479,Camera,529,7.12,454.0,57.6,Completed
PAY-04480,SAT-0071,MIS-004480,SAR Radar,451,6.0,111.6,32.1,Completed
PAY-04481,SAT-0011,MIS-004481,SAR Radar,840,6.0,260.4,57.1,Completed
PAY-04482,SAT-0043,MIS-004482,Thermal Sensor,1417,6.21,300.0,63.5,Completed
PAY-04483,SAT-0044,MIS-004483,Multispectral Sensor,233,2.03,63.0,31.9,Completed
PAY-04484,SAT-0051,MIS-004484,Thermal Sensor,444,1.43,77.4,27.8,Completed
PAY-04485,SAT-0078,MIS-004485,Thermal Sensor,983,2.41,159.0,40.6,Completed
PAY-04486,SAT-0029,MIS-004486,SAR Radar,410,6.0,147.0,34.8,Completed
PAY-04487,SAT-0020,MIS-004487,Thermal Sensor,503,1.17,89.4,26.6,Completed
PAY-04488,SAT-0016,MIS-004488,Communication Antenna,801,3.64,188.4,47.5,Completed
PAY-04489,SAT-0020,MIS-004489,Multispectral Sensor,561,5.98,234.0,54.3,Completed
PAY-04490,SAT-0079,MIS-004490,Communication Antenna,1278,6.1,285.0,65.3,Completed
PAY-04491,SAT-0004,MIS-004491,Camera,858,3.56,319.0,48.8,Completed
PAY-04492,SAT-0020,MIS-004492,Thermal Sensor,1377,2.52,195.6,47.3,Completed
PAY-04493,SAT-0059,MIS-004493,SAR Radar,142,6.0,139.8,37.9,Completed
PAY-04494,SAT-0021,MIS-004494,Thermal Sensor,928,0.64,76.8,32.6,Completed
PAY-04495,SAT-0071,MIS-004495,Thermal Sensor,416,1.89,85.2,24.7,Completed
PAY-04496,SAT-0093,MIS-004496,Camera,331,6.01,363.0,54.5,Completed
PAY-04497,SAT-0074,MIS-004497,Communication Antenna,991,6.98,300.0,64.8,Completed
PAY-04498,SAT-0086,MIS-004498,Multispectral Sensor,1292,4.76,252.0,58.3,Completed
PAY-04499,SAT-0012,MIS-004499,Communication Antenna,601,4.09,161.4,39.4,Completed
PAY-04500,SAT-0007,MIS-004500,SAR Radar,901,6.0,223.2,52.0,Completed
PAY-04501,SAT-0066,MIS-004501,SAR Radar,1350,6.0,300.0,59.6,Completed
PAY-04502,SAT-0024,MIS-004502,Communication Antenna,1374,7.26,300.0,65.5,Completed
PAY-04503,SAT-0002,MIS-004503,Communication Antenna,1199,5.58,289.2,61.2,Completed
PAY-04504,SAT-0006,MIS-004504,Thermal Sensor,396,4.45,184.8,38.7,Completed
PAY-04505,SAT-0088,MIS-004505,Camera,770,7.19,471.0,62.2,Completed
PAY-04506,SAT-0062,MIS-004506,Communication Antenna,1161,6.9,300.0,65.5,Completed
PAY-04507,SAT-0053,MIS-004507,SAR Radar,889,6.0,221.4,54.9,Completed
PAY-04508,SAT-0097,MIS-004508,SAR Radar,651,6.0,209.4,47.0,Completed
PAY-04509,SAT-0019,MIS-004509,Camera,1167,0.5,188.0,28.2,Completed
PAY-04510,SAT-0063,MIS-004510,SAR Radar,139,6.0,165.0,49.7,Completed
PAY-04511,SAT-0083,MIS-004511,Thermal Sensor,1383,2.46,188.4,41.7,Completed
PAY-04512,SAT-0091,MIS-004512,SAR Radar,946,6.0,156.6,39.8,Completed
PAY-04513,SAT-0072,MIS-004513,Camera,438,2.37,190.0,32.4,Completed
PAY-04514,SAT-0041,MIS-004514,Camera,1387,5.63,500.0,62.6,Completed
PAY-04515,SAT-0021,MIS-004515,Multispectral Sensor,924,0.5,77.4,26.6,Completed
PAY-04516,SAT-0051,MIS-004516,SAR Radar,1113,6.0,211.8,51.8,Completed
PAY-04517,SAT-0049,MIS-004517,SAR Radar,944,6.0,204.0,43.4,Completed
PAY-04518,SAT-0095,MIS-004518,Thermal Sensor,1345,0.5,127.8,37.6,Completed
PAY-04519,SAT-0006,MIS-004519,Thermal Sensor,1072,2.93,171.0,47.7,Completed
PAY-04520,SAT-0035,MIS-004520,Thermal Sensor,1199,5.58,295.8,64.1,Completed
PAY-04521,SAT-0045,MIS-004521,Communication Antenna,475,6.72,272.4,53.3,Completed
PAY-04522,SAT-0036,MIS-004522,Communication Antenna,102,0.58,10.8,16.0,Completed
PAY-04523,SAT-0035,MIS-004523,Communication Antenna,206,2.69,100.8,25.5,Completed
PAY-04524,SAT-0031,MIS-004524,Camera,420,7.47,425.0,59.2,Completed
PAY-04525,SAT-0046,MIS-004525,Communication Antenna,399,6.26,223.8,58.3,Completed
PAY-04526,SAT-0015,MIS-004526,SAR Radar,1365,6.0,300.0,59.5,Completed
PAY-04527,SAT-0086,MIS-004527,Camera,225,5.73,354.0,47.3,Completed
PAY-04528,SAT-0061,MIS-004528,Communication Antenna,694,7.25,288.0,61.7,Completed
PAY-04529,SAT-0032,MIS-004529,Multispectral Sensor,503,0.5,44.4,20.0,Completed
PAY-04530,SAT-0044,MIS-004530,Multispectral Sensor,1257,3.82,217.8,48.4,Completed
PAY-04531,SAT-0018,MIS-004531,Thermal Sensor,139,7.03,231.6,56.7,Completed
PAY-04532,SAT-0030,MIS-004532,Thermal Sensor,796,4.81,213.6,47.8,Completed
PAY-04533,SAT-0079,MIS-004533,Communication Antenna,1350,3.97,229.8,53.2,Completed
PAY-04534,SAT-0090,MIS-004534,Multispectral Sensor,879,0.5,88.2,30.3,Completed
PAY-04535,SAT-0024,MIS-004535,Thermal Sensor,204,7.07,242.4,53.9,Completed
PAY-04536,SAT-0098,MIS-004536,Camera,438,6.62,427.0,58.9,Completed
PAY-04537,SAT-0022,MIS-004537,SAR Radar,669,6.0,284.4,62.2,Completed
PAY-04538,SAT-0025,MIS-004538,Communication Antenna,951,5.82,267.0,53.7,Completed
PAY-04539,SAT-0094,MIS-004539,SAR Radar,801,6.0,75.6,30.8,Completed
PAY-04540,SAT-0049,MIS-004540,SAR Radar,1231,6.0,222.6,47.8,Completed
PAY-04541,SAT-0090,MIS-004541,SAR Radar,442,6.0,114.6,35.8,Completed
PAY-04542,SAT-0053,MIS-004542,Camera,741,6.45,407.0,61.6,Completed
PAY-04543,SAT-0005,MIS-004543,Thermal Sensor,850,5.78,252.6,53.0,Completed
PAY-04544,SAT-0070,MIS-004544,Camera,1234,4.95,431.0,51.2,Completed
PAY-04545,SAT-0073,MIS-004545,Multispectral Sensor,195,1.99,71.4,23.4,Completed
PAY-04546,SAT-0051,MIS-004546,Camera,105,4.06,200.0,39.0,Completed
PAY-04547,SAT-0092,MIS-004547,Camera,1230,6.65,500.0,60.2,Completed
PAY-04548,SAT-0023,MIS-004548,Thermal Sensor,1206,2.81,180.6,48.2,Completed
PAY-04549,SAT-0027,MIS-004549,Thermal Sensor,499,6.47,232.8,52.6,Completed
PAY-04550,SAT-0094,MIS-004550,Thermal Sensor,865,6.91,296.4,58.6,Completed
PAY-04551,SAT-0033,MIS-004551,Communication Antenna,1408,0.65,117.0,36.7,Completed
PAY-04552,SAT-0078,MIS-004552,Camera,838,4.07,306.0,45.6,Completed
PAY-04553,SAT-0030,MIS-004553,Multispectral Sensor,1167,2.0,147.0,37.9,Completed
PAY-04554,SAT-0092,MIS-004554,SAR Radar,1246,6.0,264.6,58.1,Completed
PAY-04555,SAT-0045,MIS-004555,Thermal Sensor,45,3.83,127.8,40.3,Completed
PAY-04556,SAT-0057,MIS-004556,Camera,688,1.97,163.0,30.5,Completed
PAY-04557,SAT-0075,MIS-004557,Camera,805,0.61,115.0,26.9,Completed
PAY-04558,SAT-0010,MIS-004558,SAR Radar,390,6.0,111.0,32.4,Completed
PAY-04559,SAT-0054,MIS-004559,SAR Radar,939,6.0,300.0,64.1,Completed
PAY-04560,SAT-0047,MIS-004560,Thermal Sensor,228,4.82,180.0,48.8,Completed
PAY-04561,SAT-0033,MIS-004561,Camera,112,6.93,395.0,52.8,Completed
PAY-04562,SAT-0041,MIS-004562,Thermal Sensor,77,4.44,160.8,45.9,Completed
PAY-04563,SAT-0016,MIS-004563,Multispectral Sensor,992,2.75,154.8,47.2,Completed
PAY-04564,SAT-0078,MIS-004564,Multispectral Sensor,283,4.93,174.0,47.6,Completed
PAY-04565,SAT-0087,MIS-004565,SAR Radar,346,6.0,103.8,37.9,Completed
PAY-04566,SAT-0063,MIS-004566,Camera,679,3.99,301.0,46.7,Completed
PAY-04567,SAT-0080,MIS-004567,Multispectral Sensor,547,0.5,62.4,27.5,Completed
PAY-04568,SAT-0057,MIS-004568,Multispectral Sensor,1117,2.94,178.8,44.3,Completed
PAY-04569,SAT-0087,MIS-004569,SAR Radar,1088,6.0,283.2,63.7,Completed
PAY-04570,SAT-0055,MIS-004570,Thermal Sensor,1231,3.39,217.8,51.1,Completed
PAY-04571,SAT-0092,MIS-004571,SAR Radar,126,6.0,246.6,57.8,Completed
PAY-04572,SAT-0010,MIS-004572,Thermal Sensor,1114,0.5,91.8,29.4,Completed
PAY-04573,SAT-0096,MIS-004573,Communication Antenna,880,6.09,267.0,61.4,Completed
PAY-04574,SAT-0030,MIS-004574,Communication Antenna,1168,6.97,300.0,65.9,Completed
PAY-04575,SAT-0056,MIS-004575,Thermal Sensor,768,2.71,150.0,43.0,Completed
PAY-04576,SAT-0052,MIS-004576,Thermal Sensor,1434,4.57,279.0,52.8,Completed
PAY-04577,SAT-0082,MIS-004577,Camera,865,7.48,500.0,60.9,Completed
PAY-04578,SAT-0058,MIS-004578,Thermal Sensor,859,5.06,228.0,55.2,Completed
PAY-04579,SAT-0036,MIS-004579,Multispectral Sensor,272,6.63,251.4,58.0,Completed
PAY-04580,SAT-0089,MIS-004580,Multispectral Sensor,321,0.5,45.6,21.3,Completed
PAY-04581,SAT-0020,MIS-004581,Multispectral Sensor,315,3.97,138.0,45.1,Completed
PAY-04582,SAT-0001,MIS-004582,Communication Antenna,71,0.78,11.4,15.9,Completed
PAY-04583,SAT-0084,MIS-004583,Thermal Sensor,975,2.97,165.6,41.2,Completed
PAY-04584,SAT-0045,MIS-004584,Communication Antenna,1364,4.67,271.2,56.5,Completed
PAY-04585,SAT-0035,MIS-004585,Thermal Sensor,217,7.27,253.2,57.1,Completed
PAY-04586,SAT-0095,MIS-004586,Camera,919,3.97,325.0,50.9,Completed
PAY-04587,SAT-0009,MIS-004587,Communication Antenna,1012,3.93,193.2,52.1,Completed
PAY-04588,SAT-0070,MIS-004588,Camera,592,6.8,446.0,63.0,Completed
PAY-04589,SAT-0057,MIS-004589,Communication Antenna,1313,2.58,198.0,44.8,Completed
PAY-04590,SAT-0019,MIS-004590,Multispectral Sensor,1044,4.76,231.0,50.6,Completed
PAY-04591,SAT-0055,MIS-004591,Multispectral Sensor,621,7.34,282.0,60.5,Completed
PAY-04592,SAT-0043,MIS-004592,Multispectral Sensor,1040,3.94,196.2,48.6,Completed
PAY-04593,SAT-0020,MIS-004593,Communication Antenna,193,5.07,180.0,44.5,Completed
PAY-04594,SAT-0074,MIS-004594,Thermal Sensor,1355,5.02,256.8,58.1,Completed
PAY-04595,SAT-0009,MIS-004595,Thermal Sensor,1419,6.27,300.0,59.8,Completed
PAY-04596,SAT-0064,MIS-004596,Communication Antenna,159,2.56,88.8,29.3,Completed
PAY-04597,SAT-0051,MIS-004597,Camera,750,4.04,314.0,42.1,Completed
PAY-04598,SAT-0067,MIS-004598,Communication Antenna,1095,5.15,246.6,61.3,Completed
PAY-04599,SAT-0084,MIS-004599,Camera,47,7.05,397.0,51.7,Completed
PAY-04600,SAT-0007,MIS-004600,Communication Antenna,433,5.56,220.8,50.0,Completed
PAY-04601,SAT-0053,MIS-004601,Thermal Sensor,874,1.99,126.0,37.2,Completed
PAY-04602,SAT-0069,MIS-004602,SAR Radar,377,6.0,36.0,19.5,Completed
PAY-04603,SAT-0036,MIS-004603,Camera,796,4.74,375.0,47.0,Completed
PAY-04604,SAT-0006,MIS-004604,Multispectral Sensor,1120,2.55,176.4,36.9,Completed
PAY-04605,SAT-0071,MIS-004605,Thermal Sensor,279,0.93,29.4,19.1,Completed
PAY-04606,SAT-0029,MIS-004606,SAR Radar,1389,6.0,300.0,60.0,Completed
PAY-04607,SAT-0097,MIS-004607,SAR Radar,732,6.0,138.0,39.6,Completed
PAY-04608,SAT-0071,MIS-004608,SAR Radar,822,6.0,300.0,57.4,Completed
PAY-04609,SAT-0045,MIS-004609,Communication Antenna,600,5.82,231.0,55.4,Completed
PAY-04610,SAT-0053,MIS-004610,Communication Antenna,327,1.57,78.6,32.5,Completed
PAY-04611,SAT-0071,MIS-004611,Thermal Sensor,377,1.57,72.0,30.0,Completed
PAY-04612,SAT-0069,MIS-004612,Communication Antenna,146,3.13,100.2,28.8,Completed
PAY-04613,SAT-0049,MIS-004613,Camera,729,0.5,115.0,23.8,Completed
PAY-04614,SAT-0013,MIS-004614,Multispectral Sensor,1339,0.5,123.6,34.1,Completed
PAY-04615,SAT-0071,MIS-004615,Multispectral Sensor,988,4.64,226.8,51.5,Completed
PAY-04616,SAT-0004,MIS-004616,Communication Antenna,949,6.66,300.0,64.3,Completed
PAY-04617,SAT-0066,MIS-004617,Communication Antenna,469,5.9,235.2,55.5,Completed
PAY-04618,SAT-0061,MIS-004618,SAR Radar,318,6.0,190.2,48.1,Completed
PAY-04619,SAT-0036,MIS-004619,SAR Radar,1416,6.0,225.6,54.5,Completed
PAY-04620,SAT-0069,MIS-004620,Thermal Sensor,163,5.63,211.2,48.9,Completed
PAY-04621,SAT-0014,MIS-004621,Communication Antenna,459,6.92,267.6,63.1,Completed
PAY-04622,SAT-0073,MIS-004622,Communication Antenna,960,7.12,300.0,65.9,Completed
PAY-04623,SAT-0094,MIS-004623,Communication Antenna,355,3.56,154.8,39.6,Completed
PAY-04624,SAT-0034,MIS-004624,SAR Radar,736,6.0,214.8,51.0,Completed
PAY-04625,SAT-0060,MIS-004625,Multispectral Sensor,814,5.92,263.4,60.3,Completed
PAY-04626,SAT-0041,MIS-004626,Multispectral Sensor,664,1.15,102.0,28.1,Completed
PAY-04627,SAT-0032,MIS-004627,Thermal Sensor,934,5.88,269.4,53.7,Completed
PAY-04628,SAT-0084,MIS-004628,SAR Radar,1099,6.0,280.8,62.5,Completed
PAY-04629,SAT-0073,MIS-004629,Communication Antenna,859,4.61,223.8,52.9,Completed
PAY-04630,SAT-0016,MIS-004630,Communication Antenna,1413,2.58,204.6,48.2,Completed
PAY-04631,SAT-0006,MIS-004631,Camera,1234,2.24,317.0,47.8,Completed
PAY-04632,SAT-0047,MIS-004632,SAR Radar,837,6.0,250.8,61.9,Completed
PAY-04633,SAT-0047,MIS-004633,Multispectral Sensor,382,6.77,261.6,54.2,Completed
PAY-04634,SAT-0061,MIS-004634,Multispectral Sensor,1369,5.78,299.4,58.1,Completed
PAY-04635,SAT-0027,MIS-004635,Communication Antenna,1393,0.84,130.8,38.8,Completed
PAY-04636,SAT-0072,MIS-004636,SAR Radar,1282,6.0,193.2,45.9,Completed
PAY-04637,SAT-0086,MIS-004637,Multispectral Sensor,1084,0.5,93.6,30.9,Completed
PAY-04638,SAT-0078,MIS-004638,Thermal Sensor,121,4.74,169.2,44.5,Completed
PAY-04639,SAT-0013,MIS-004639,Thermal Sensor,1154,0.5,96.0,26.3,Completed
PAY-04640,SAT-0030,MIS-004640,SAR Radar,112,6.0,96.0,38.3,Completed
PAY-04641,SAT-0072,MIS-004641,Communication Antenna,636,3.68,165.0,46.0,Completed
PAY-04642,SAT-0060,MIS-004642,Thermal Sensor,82,1.85,48.0,25.3,Completed
PAY-04643,SAT-0042,MIS-004643,Multispectral Sensor,646,5.07,199.8,54.9,Completed
PAY-04644,SAT-0051,MIS-004644,Thermal Sensor,657,1.9,105.0,34.3,Completed
PAY-04645,SAT-0067,MIS-004645,Camera,642,6.76,474.0,57.0,Completed
PAY-04646,SAT-0029,MIS-004646,Multispectral Sensor,822,1.92,119.4,33.3,Completed
PAY-04647,SAT-0031,MIS-004647,Multispectral Sensor,1371,1.83,163.2,43.9,Completed
PAY-04648,SAT-0021,MIS-004648,Multispectral Sensor,30,4.75,165.0,38.8,Completed
PAY-04649,SAT-0024,MIS-004649,Camera,1346,6.38,490.0,63.3,Completed
PAY-04650,SAT-0083,MIS-004650,Thermal Sensor,327,2.38,109.8,32.0,Completed
PAY-04651,SAT-0065,MIS-004651,Camera,88,6.07,322.0,54.1,Completed
PAY-04652,SAT-0048,MIS-004652,Camera,730,3.79,283.0,49.3,Completed
PAY-04653,SAT-0017,MIS-004653,Thermal Sensor,1122,4.83,240.0,51.9,Completed
PAY-04654,SAT-0053,MIS-004654,Thermal Sensor,111,7.49,229.2,64.3,Completed
PAY-04655,SAT-0063,MIS-004655,SAR Radar,1117,6.0,180.0,44.6,Completed
PAY-04656,SAT-0088,MIS-004656,SAR Radar,478,6.0,154.8,40.5,Completed
PAY-04657,SAT-0077,MIS-004657,Multispectral Sensor,678,4.87,204.6,47.6,Completed
PAY-04658,SAT-0019,MIS-004658,SAR Radar,927,6.0,229.8,51.2,Completed
PAY-04659,SAT-0061,MIS-004659,Camera,631,1.77,156.0,26.1,Completed
PAY-04660,SAT-0072,MIS-004660,Camera,585,6.84,465.0,58.3,Completed
PAY-04661,SAT-0041,MIS-004661,Thermal Sensor,1204,1.12,148.8,33.9,Completed
PAY-04662,SAT-0097,MIS-004662,Thermal Sensor,639,4.44,205.2,44.3,Completed
PAY-04663,SAT-0057,MIS-004663,SAR Radar,32,6.0,9.0,15.0,Completed
PAY-04664,SAT-0077,MIS-004664,Communication Antenna,1380,4.42,258.6,53.0,Completed
PAY-04665,SAT-0002,MIS-004665,Communication Antenna,600,6.32,243.0,62.4,Completed
PAY-04666,SAT-0010,MIS-004666,SAR Radar,334,6.0,250.8,62.3,Completed
PAY-04667,SAT-0085,MIS-004667,SAR Radar,1347,6.0,300.0,65.9,Completed
PAY-04668,SAT-0084,MIS-004668,SAR Radar,982,6.0,262.2,58.7,Completed
PAY-04669,SAT-0039,MIS-004669,Multispectral Sensor,666,6.21,250.8,53.8,Completed
PAY-04670,SAT-0091,MIS-004670,Thermal Sensor,1189,7.41,300.0,58.3,Completed
PAY-04671,SAT-0071,MIS-004671,Communication Antenna,980,2.39,165.0,36.3,Completed
PAY-04672,SAT-0035,MIS-004672,Thermal Sensor,1411,0.79,123.0,37.2,Completed
PAY-04673,SAT-0086,MIS-004673,Multispectral Sensor,31,0.5,17.4,17.3,Completed
PAY-04674,SAT-0026,MIS-004674,Camera,764,0.65,116.0,29.1,Completed
PAY-04675,SAT-0057,MIS-004675,Camera,157,1.79,110.0,24.7,Completed
PAY-04676,SAT-0086,MIS-004676,Camera,908,1.26,193.0,35.8,Completed
PAY-04677,SAT-0003,MIS-004677,SAR Radar,292,6.0,98.4,27.5,Completed
PAY-04678,SAT-0068,MIS-004678,Camera,1054,5.36,389.0,55.6,Completed
PAY-04679,SAT-0056,MIS-004679,SAR Radar,1068,6.0,300.0,57.8,Completed
PAY-04680,SAT-0073,MIS-004680,Thermal Sensor,441,6.99,266.4,63.5,Completed
PAY-04681,SAT-0058,MIS-004681,SAR Radar,892,6.0,256.2,53.3,Completed
PAY-04682,SAT-0042,MIS-004682,Multispectral Sensor,916,4.56,235.8,49.9,Completed
PAY-04683,SAT-0080,MIS-004683,SAR Radar,1138,6.0,111.6,24.7,Completed
PAY-04684,SAT-0029,MIS-004684,SAR Radar,637,6.0,132.6,33.4,Completed
PAY-04685,SAT-0087,MIS-004685,Thermal Sensor,1044,1.65,137.4,36.0,Completed
PAY-04686,SAT-0048,MIS-004686,Thermal Sensor,1382,1.18,156.0,39.2,Completed
PAY-04687,SAT-0002,MIS-004687,SAR Radar,1027,6.0,94.2,33.0,Completed
PAY-04688,SAT-0097,MIS-004688,SAR Radar,1122,6.0,252.6,56.1,Completed
PAY-04689,SAT-0018,MIS-004689,Multispectral Sensor,300,5.78,222.0,57.0,Completed
PAY-04690,SAT-0080,MIS-004690,Camera,1417,1.56,263.0,43.0,Completed
PAY-04691,SAT-0022,MIS-004691,Camera,1187,1.49,233.0,38.8,Completed
PAY-04692,SAT-0037,MIS-004692,Camera,115,0.73,48.0,15.4,Completed
PAY-04693,SAT-0061,MIS-004693,Communication Antenna,1317,6.46,300.0,57.9,Completed
PAY-04694,SAT-0048,MIS-004694,Multispectral Sensor,1406,1.68,160.8,37.0,Completed
PAY-04695,SAT-0041,MIS-004695,Camera,41,5.67,340.0,46.2,Completed
PAY-04696,SAT-0010,MIS-004696,Thermal Sensor,1167,0.5,97.2,25.9,Completed
PAY-04697,SAT-0056,MIS-004697,Communication Antenna,447,6.39,235.8,50.3,Completed
PAY-04698,SAT-0082,MIS-004698,Communication Antenna,181,5.78,207.0,45.2,Completed
PAY-04699,SAT-0017,MIS-004699,Thermal Sensor,1194,5.6,283.8,61.7,Completed
PAY-04700,SAT-0066,MIS-004700,SAR Radar,787,6.0,145.8,34.3,Completed
PAY-04701,SAT-0049,MIS-004701,Multispectral Sensor,1194,2.85,180.0,46.7,Completed
PAY-04702,SAT-0002,MIS-004702,SAR Radar,573,6.0,158.4,48.6,Completed
PAY-04703,SAT-0048,MIS-004703,Communication Antenna,1392,6.02,300.0,65.9,Completed
PAY-04704,SAT-0057,MIS-004704,SAR Radar,1361,6.0,298.2,59.8,Completed
PAY-04705,SAT-0080,MIS-004705,Thermal Sensor,1074,2.76,165.6,41.6,Completed
PAY-04706,SAT-0034,MIS-004706,Communication Antenna,566,4.14,171.6,36.4,Completed
PAY-04707,SAT-0045,MIS-004707,Thermal Sensor,785,1.91,112.2,35.8,Completed
PAY-04708,SAT-0068,MIS-004708,Multispectral Sensor,105,1.25,47.4,23.2,Completed
PAY-04709,SAT-0052,MIS-004709,Thermal Sensor,841,3.4,186.0,44.6,Completed
PAY-04710,SAT-0037,MIS-004710,Camera,202,5.86,341.0,52.3,Completed
PAY-04711,SAT-0071,MIS-004711,Camera,1279,7.19,500.0,58.7,Completed
PAY-04712,SAT-0073,MIS-004712,Communication Antenna,1325,6.04,295.2,61.3,Completed
PAY-04713,SAT-0031,MIS-004713,Multispectral Sensor,673,3.75,179.4,40.8,Completed
PAY-04714,SAT-0017,MIS-004714,Multispectral Sensor,685,7.36,277.2,59.4,Completed
PAY-04715,SAT-0099,MIS-004715,Communication Antenna,1180,1.99,151.2,33.2,Completed
PAY-04716,SAT-0046,MIS-004716,Multispectral Sensor,1096,1.54,144.6,42.1,Completed
PAY-04717,SAT-0065,MIS-004717,Camera,798,1.16,184.0,25.2,Completed
PAY-04718,SAT-0005,MIS-004718,Camera,876,3.69,307.0,41.1,Completed
PAY-04719,SAT-0063,MIS-004719,SAR Radar,500,6.0,264.6,65.7,Completed
PAY-04720,SAT-0035,MIS-004720,SAR Radar,705,6.0,168.0,46.3,Completed
PAY-04721,SAT-0031,MIS-004721,Thermal Sensor,990,5.8,264.6,55.9,Completed
PAY-04722,SAT-0037,MIS-004722,Camera,549,2.24,201.0,32.6,Completed
PAY-04723,SAT-0098,MIS-004723,SAR Radar,658,6.0,140.4,37.3,Completed
PAY-04724,SAT-0012,MIS-004724,Camera,672,0.66,124.0,26.1,Completed
PAY-04725,SAT-0039,MIS-004725,SAR Radar,345,6.0,181.8,48.0,Completed
PAY-04726,SAT-0041,MIS-004726,Thermal Sensor,450,6.87,270.6,62.6,Completed
PAY-04727,SAT-0076,MIS-004727,Thermal Sensor,1090,5.64,282.6,56.5,Completed
PAY-04728,SAT-0018,MIS-004728,Communication Antenna,932,0.89,87.6,24.8,Completed
PAY-04729,SAT-0064,MIS-004729,Communication Antenna,252,0.89,34.8,18.2,Completed
PAY-04730,SAT-0095,MIS-004730,Communication Antenna,834,6.89,295.2,64.4,Completed
PAY-04731,SAT-0017,MIS-004731,SAR Radar,1324,6.0,153.0,37.7,Completed
PAY-04732,SAT-0079,MIS-004732,SAR Radar,961,6.0,295.8,57.6,Completed
PAY-04733,SAT-0052,MIS-004733,SAR Radar,1042,6.0,201.6,41.6,Completed
PAY-04734,SAT-0087,MIS-004734,Camera,917,0.7,148.0,27.1,Completed
PAY-04735,SAT-0089,MIS-004735,SAR Radar,310,6.0,142.2,37.2,Completed
PAY-04736,SAT-0033,MIS-004736,SAR Radar,832,6.0,115.2,40.8,Completed
PAY-04737,SAT-0003,MIS-004737,SAR Radar,831,6.0,75.0,27.8,Completed
PAY-04738,SAT-0088,MIS-004738,SAR Radar,1123,6.0,211.8,48.7,Completed
PAY-04739,SAT-0036,MIS-004739,Camera,507,3.42,255.0,42.6,Completed
PAY-04740,SAT-0087,MIS-004740,SAR Radar,761,6.0,171.6,44.6,Completed
PAY-04741,SAT-0012,MIS-004741,Multispectral Sensor,207,1.32,58.8,18.9,Completed
PAY-04742,SAT-0051,MIS-004742,Thermal Sensor,150,4.42,175.2,47.7,Completed
PAY-04743,SAT-0020,MIS-004743,Communication Antenna,1071,7.5,300.0,58.1,Completed
PAY-04744,SAT-0076,MIS-004744,Thermal Sensor,659,2.88,129.6,42.0,Completed
PAY-04745,SAT-0030,MIS-004745,Communication Antenna,268,0.5,33.6,19.5,Completed
PAY-04746,SAT-0016,MIS-004746,Camera,783,3.56,300.0,45.5,Completed
PAY-04747,SAT-0004,MIS-004747,SAR Radar,270,6.0,171.6,41.4,Completed
PAY-04748,SAT-0082,MIS-004748,Multispectral Sensor,1028,3.85,208.8,43.4,Completed
PAY-04749,SAT-0018,MIS-004749,Communication Antenna,711,0.5,62.4,31.2,Completed
PAY-04750,SAT-0021,MIS-004750,Camera,706,4.91,346.0,53.0,Completed
PAY-04751,SAT-0094,MIS-004751,Thermal Sensor,640,5.1,208.8,48.8,Completed
PAY-04752,SAT-0003,MIS-004752,SAR Radar,120,6.0,160.8,47.4,Completed
